Sam	Sam Base/E
Kei and Virgil are fighting again and Naomi seems to be troubled. What should we do?	
Naomi is having a delightful chat with a girl that's holding a turtle.	
Naomi went to take a look at the opponent team and got caught. What should we do?	
Naomi claims she saw Sophie of team Atlanta coming out of the men's room. What could be the case?	
Naomi seems very nervous to confront Kei of the Rescuer.	
Naomi says that the captain of team Scout Entry seems to take good care of the team members.	
You enter the lodging feeling lonely on your birthday. The team greets you with a surprise and Naomi hands you a present.	
Naomi says that she thinks Alkyde looks at Fontus in a funny way. Let's give her an answer.	
Naomi is asking about what's the most important condition in winning today's match. Let's give her an answer.	
Naomi, who is determined to make everything in her life, even her dreams, about soccer, asks you what it's like to dream about soccer. Let's think about it.	
Naomi announces that she will become an influential player that changes the league completely. Let's give her an answer.	
Naomi is depressed thinking that winning the Galaxy League is a goal that can't be achieved. What should we say to her?	
Naomi wants to cherish every precious meeting with other people and beings. She wants to be good friends with everybody. Let's talk to her.	
It seems that Naomi is lost in the Nadir forest. What should we do?	
You find Naomi lurking around the food corner at the shopping center. What should we say?	
Naomi says she doesn't understand why other angels are afraid of Uriel. She thinks Uriel is a very kind angel.	
A teammate is being stubborn about going out on the field while having a very severe fever. What should we do?	
Naomi wants the team to enter the Underground League on Earth. What should we do?	
Naomi caught a player on the other team spying on your team's practice. What should we do?	
The middle fielder on the other team is too powerful. Let's give Naomi some orders.	
Something must have startled Beelzebub. He has entered the field and is making a scene.	
You come across an opponent player limping, because of getting injured during a match against your team. Naomi seems to be worried.	
Naomi came back without a penny after marching into the Casino.	
James is fighting Akane after ambushing Yuri, and Bora is slowly making her approach from a distance.	
Naomi is sad that the World Tree in Umbra has withered. What could we say to cheer her up?	
Mimi continues to praise Princess Meiran and it's likely that this isn't going to end any time soon. Naomi seems to be sick of this.	
Naomi looks startled after learning the underworld actually exists.	
The team is in a slump and you take the team out for refreshment. Talk with Naomi to set some simple rules.	
Naomi says she's the center of the team and asks if you agree with her. How should we answer?	
Naomi asks you about your plans after winning the Galaxy League. Let's give her a sincere answer.	
Naomi is getting suspicious about how all the Gate Keepers are in the form of different animals.	
Naomi looks excited to see a comet shower, which is a rare sight. What should we say to her?	
Naomi says she's having trouble dealing with the young players. Let's give her an answer.	
Naomi wants to know what the Swirlies really are. Give her an answer.	
Naomi is saying that the universe needs more than stars to brighten it up. Let's talk to her.	
Naomi says she was cornered by the team which was devastated by the loss streak.	
Naomi says that Bell seemed depressed when she told Bell that Minerva's throne is empty.	
Naomi seems to get along with the opponent player. What should we tell her?	
Naomi is deeply focused on Jill's diet story. What should we do?	
Naomi says she's going to meet up with Kiki and asks if you have any questions.	
Kei and Virgil are fighting again and Naomi seems to be troubled. What should we do?	
Naomi is having a delightful chat with a girl that's holding a turtle.	
Naomi went to take a look at the opponent team and got caught. What should we do?	
Naomi claims she saw Sophie of team Atlanta coming out of the men's room. What could be the case?	
Naomi seems very nervous to confront Kei of the Rescuer.	
Naomi says that the captain of team Scout Entry seems to take good care of the team members.	
You enter the lodging feeling lonely on your birthday. The team greets you with a surprise and Naomi hands you a present.	
Naomi says that she thinks Alkyde looks at Fontus in a funny way. Let's give her an answer.	
Naomi is asking about what's the most important condition in winning today's match. Let's give her an answer.	
